doc_id,file_name,sentence
1,United Health Group.pdf,"Value-Based, Comprehensive   Care Delivery   With more than 60,000 employed   or aligned physicians serving nearly   20 million patients and more than   100 payer partners, UnitedHealth Group’s  care delivery business is strongly  positioned to help providers and payers  transition from fee-for-service to value- oriented models designed to achieve  higher-quality outcomes at lower cost."
1,United Health Group.pdf,"We continue to integrate our capabilities  across our clinical, in-home and  virtual assets, strengthening physician  incentives across our care models."
1,United Health Group.pdf,"Health Benefits   As the market leader in health benefits,  UnitedHealthcare serves more than   50 million people across its commercial  and government programs."
1,United Health Group.pdf,"We  continue to prioritize making coverage  more affordable, simplifying the  member experience and incentivizing  high-quality, supported care."
1,United Health Group.pdf,"We’re  expanding provider relationships that  reward value and provide a human  touch, while investing in areas like  affordable housing and food security  to help address factors that play a vital  role in a person’s health but fall outside  the clinical setting."
1,United Health Group.pdf,"Health Technology   We believe we can play a vital role in  using clinical data and intelligence  to help redesign, automate and  deploy new technologies to simplify  administrative processes and clinical  decision-making."
1,United Health Group.pdf,"This enables  physicians and health systems to  operate more efficiently and effectively,  and to better serve their patients."
1,United Health Group.pdf,"As a payer, provider and technology  company, we are uniquely positioned to  bring greater transparency and quality  to the marketplace."
1,United Health Group.pdf,Health Financial Services   Streamlining payment processes  for consumers and providers is a  fundamental aspect of a modern health  system.
1,United Health Group.pdf,"We believe integrating the end- to-end health banking and payments  experience will help providers get  paid more accurately, faster and with  less administrative burden, making  payments simpler, more convenient  and affordable for consumers."
1,United Health Group.pdf,"Pharmacy Services  As the most common touch point in  health care, pharmacy care services are  vital to improving patient outcomes and  reducing total cost of care throughout  the health system."
1,United Health Group.pdf,"We continue to  innovate as one of the industry’s  largest pharmacy benefit managers,  strengthening our direct-to-consumer  offerings and seamlessly integrating  our medical, pharmacy, behavioral and  community health capabilities."
1,United Health Group.pdf,"Sustainability is an integral  part of our business  strategy, culture and mission  as we work to ensure the  health care system works  better for everyone — both  now and in the future."
1,United Health Group.pdf,Our approach to sustainability reflects our   belief that the health of any society can be  measured only by the health and well-being   of its people.
1,United Health Group.pdf,"Informed by our stakeholders, our sustainability  priority areas reflect our commitment to providing  distinct value to those we are privileged to serve,  and to society more broadly."
1,United Health Group.pdf,"Our five strategic  growth priorities — value-based, comprehensive  care delivery; health benefits; health technology;  health financial services; pharmacy services —  reflect the ways in which we see our business  objectives and mission working in tandem to  support a healthier society."
1,United Health Group.pdf,"Environmental Health  We recognize the important role the environment  plays in the health of every community, and we  are committed to mitigating our impact on the  environment by setting a science-based target to  reduce emissions, reducing our paper usage and  leading systemic change to decarbonize the health  care industry."
1,United Health Group.pdf,"Helping to Build a Modern,   High-Performing Health System  We are committed to a future that expands access  to care, improves health care affordability, enhances  the health care experience and achieves better  health outcomes for everyone."
1,United Health Group.pdf,"Our partnerships  with key, localized stakeholders are helping us build  healthier communities across the U.S.  
Our People and Culture  We celebrate our people, ideas and experiences,  creating a culture where all team members are  appreciated, valued and able to reach their full  potential."
1,United Health Group.pdf,We join together as individuals —  forming a team as diverse as the people we   serve — in meeting our responsibility to improve  the health system and building the health  workforce with a diverse pipeline of talent.
1,United Health Group.pdf,"Responsible Business Practices  For more than 40 years, we’ve developed strong  and effective governance practices through  compliance, board diversity and independence,  a commitment to ethics and integrity, and an  emphasis on data security and supply chain  management."
1,United Health Group.pdf,UnitedHealth Group has a long-  standing commitment to sustainability  supported by our senior leaders and  Board of Directors.
1,United Health Group.pdf,"As part of its ongoing oversight, the  board reviewed committee charters  and made several changes in 2021,  including assigning oversight for the  company’s environmental, social  and governance (ESG) agenda to the  Governance Committee and having  other committees oversee specific ESG  elements within their purview."
1,United Health Group.pdf,"The Governance Committee is  responsible for providing oversight of  ESG policies and practices, including  identifying key ESG topics, ensuring  appropriate board or committee  oversight of those topics, overseeing  the company’s environmental and  climate change initiatives and  corporate citizenship activities,  and reviewing the company’s ESG  sustainability reports."
1,United Health Group.pdf,The Audit and Finance Committee  oversees management’s processes to  identify ESG investment criteria and to  ensure the accuracy of key disclosures  related to ESG matters.
1,United Health Group.pdf,The committee  also oversees our Compliance and  Ethics program.
1,United Health Group.pdf,"The Compensation and Human  Resources Committee reviews the  company’s strategies, programs and  outcomes related to human capital  management, as well as diversity,  equity and inclusion."
1,United Health Group.pdf,"Committee, to better reflect its  expanded oversight of clinical care and  practice matters and access to care, in  addition to health policy matters."
1,United Health Group.pdf,The  Health and Clinical Practice Policies  Committee oversees management’s  efforts and initiatives to expand access  to health care; improve health care  affordability; advance clinical care  and safety; enhance the health care  experience; achieve better health  outcomes; advance health equity; and  reduce health disparities.
1,United Health Group.pdf,"To support our growing focus on  sustainability, the company created  the role of chief sustainability officer,  responsible for developing and  implementing a comprehensive ESG  strategy; establishing annual and long- term sustainability goals, performance  metrics and a governance structure to  achieve them; and helping to shape our  ESG agenda."
1,United Health Group.pdf,"The chief sustainability officer,  appointed in 2022, is assisted in  overseeing our day-to-day sustainability  agenda through close partnerships with  a wide range of leaders across Optum,  UnitedHealthcare, Operations and  Facilities Management, Sourcing and  Procurement, Clinical, Human Capital,  Finance, Compliance and Privacy, Legal  and Risk Management, Compliance and  Regulatory Affairs, Communications,  and Enterprise Resiliency and Response."
1,United Health Group.pdf,"Additionally, in 2022, we plan to  establish a cross-enterprise steering  committee composed of senior- level leaders and key internal  stakeholders who will be responsible  for collaborating and executing on all  aspects of the enterprise ESG strategy."
1,United Health Group.pdf,We proactively engage our stakeholders in continuous dialogue regarding our business and sustainability efforts.
1,United Health Group.pdf,"In 2021, we  continued to embrace a broad and proactive engagement process with stakeholders, holding more one-on-one discussions and  applying feedback in our ongoing efforts."
1,United Health Group.pdf,"We solicit input from a diverse group of stakeholders through a variety of formal and  informal methods, including forums, surveys and individual meetings."
1,United Health Group.pdf,Each stakeholder’s unique perspective informs our priority sustainability topics and ongoing approach to sustainability.
1,United Health Group.pdf,We will  continue to take an intentional approach to stakeholder engagement efforts and take action on the feedback we receive.
1,United Health Group.pdf,Consumers  We conducted a comprehensive online survey to learn more  about the ESG issues most important to our consumers.
1,United Health Group.pdf,Employees  We encouraged employees to participate in three formal  surveys in which they shared opportunities to improve their  work experience.
1,United Health Group.pdf,Customers and Health Care Professionals  We invited key customers to participate in one-on-one  meetings with UnitedHealth Group leaders to better  understand how we can work together more effectively.
1,United Health Group.pdf,Peer Companies  We collaborate with peers through the National Academy   of Medicine to better understand priorities for the health   care industry.
1,United Health Group.pdf,"Shareholders  In addition to our annual report, shareholders meeting and annual  investor outreach, we regularly communicated with investors  regarding financial performance and ESG issues."
1,United Health Group.pdf,We engaged  deeply with our investors to ensure we are driving long-term value.
1,United Health Group.pdf,"Community-Based Partners  We engaged with community-based partners on a regular   basis through one-on-one meetings with key partners,   grant-making and volunteer efforts."
1,United Health Group.pdf,Assessing our sustainability priority issues is a continuous process informed by ongoing engagement with our stakeholders.
1,United Health Group.pdf,"We understand stakeholder priorities may evolve over time, and in 2021 we strengthened our processes to understand their  perspectives on an ongoing basis."
1,United Health Group.pdf,Please see page 14 for a full discussion of our stakeholder engagement.
1,United Health Group.pdf,"Although the priorities of each stakeholder may vary, there is a common expectation that UnitedHealth Group has the  responsibility and capabilities to address the most pressing challenges facing the health care system."
1,United Health Group.pdf,We focus our work and  report on the following topics.
1,United Health Group.pdf,"Helping to Build a Modern,   High-Performing Health System • Health Equity  • Expanding Access to Care • Improving Health Care Affordability • Enhancing the Health Care Experience • Achieving Better Health Outcomes • Building Healthier Communities 
Our People and Culture • Diversity, Equity and Inclusion • Pay Equity • Employee Health and Well-Being • Training and Development 
Responsible Business Practices  • Corporate Governance • Compliance and Ethics • Data Privacy and Cybersecurity • Supply Chain Management • Supplier Diversity"
1,United Health Group.pdf,"Introduction Our People and Culture Environmental Health A Modern, High-Performing Health System Responsible Business Practices Performance Data"
1,United Health Group.pdf,"UnitedHealth Group and our  distinct, yet complementary,  businesses of Optum and  UnitedHealthcare are working  to help build a modern, high- performing health system with  improved access, affordability,  outcomes and experiences."
1,United Health Group.pdf,"A modern, high-performing health system anticipates the needs of its consumers  with systemwide collaboration, supported by value-based arrangements that  coordinate every aspect of patient care."
1,United Health Group.pdf,"It is responsive to the most urgent health  issues, focusing on driving measurable outcomes for local communities and the  people it serves, while lowering costs across the system."
1,United Health Group.pdf,"It is equipped with the data  and technology to facilitate better decision-making and better experiences, and a  dedicated focus on improving the health of this generation and the next."
1,United Health Group.pdf,"We have made significant progress by focusing on consumer needs, collaborating  across our business and the health system, and using technology to make health  care simpler and easier to navigate."
1,United Health Group.pdf,Home-based and virtual capabilities are helping  more people access the care they need.
1,United Health Group.pdf,Value-based care models are improving  patient outcomes and lowering the total cost of care.
1,United Health Group.pdf,A whole-person approach to  behavioral and medical care is driving better health outcomes.
1,United Health Group.pdf,Our health system  partnerships are creating greater efficiencies while helping providers focus on  providing high-quality patient care.
1,United Health Group.pdf,But there is still work to do.
1,United Health Group.pdf,Our fragmented health care system is still difficult to  navigate for many.
1,United Health Group.pdf,"Costs remain an impediment to accessing care, particularly for  those in underserved communities."
1,United Health Group.pdf,Long-standing disparities in care have led to  unequal outcomes for various populations.
1,United Health Group.pdf,"We have the opportunity to address today’s challenges through the impact of our work  across UnitedHealth Group and our mission to help people live healthier lives and help  make the health system work better for everyone — not just for the 147 million people  our company serves, but for anyone who interacts with the health care system."
1,United Health Group.pdf,"Advancing Health Equity: By focusing on data,   organizational strategy, programmatic response and  community partnerships, our work to advance health   equity is rooted in our mission, embedded in our enterprise  strategy and connected to the growth of our business."
1,United Health Group.pdf,"Achieving Better Health Outcomes: By taking a holistic  approach to care delivery, we are working to reduce  the burden of chronic disease, provide comprehensive,  evidence-based behavioral health care, and address social  determinants of health with community partnerships."
1,United Health Group.pdf,"Expanding Access to Care: Reflecting our belief that  everyone should have access to high-quality, affordable  care, our integrated care models and virtual and home- based capabilities are helping more people get the care  they need where and when they need it."
1,United Health Group.pdf,"Improving Health Care Affordability: We are focused on  reducing the total cost of care across the health system  by advancing value-based care models, optimizing site of  service and working to lower prescription drug costs."
1,United Health Group.pdf,"Enhancing the Health Care Experience: We’re working  to create a seamless, simple experience for consumers  and providers with personalized navigational support and  streamlined health care payments, and by partnering with  health systems to provide better care for the communities  they serve."
1,United Health Group.pdf,"Building Healthier Communities: We are combining  our knowledge, experience and passion to support the  communities where we live and work, partnering with  community-based organizations to transform our health  system locally, and removing barriers to good health."
1,United Health Group.pdf,"Health equity is achieved  when every person,  regardless of race,  gender, location or  circumstance, has the  opportunity to live their  healthiest life."
1,United Health Group.pdf,UnitedHealth Group is committed to enabling and delivering  equitable care that addresses health disparities and improves  health outcomes — an enterprise priority reflected in our  mission and supported by our five strategic growth areas.
1,United Health Group.pdf,"Today, however, there are still far too many barriers to good  health disproportionately experienced by people of color,  historically marginalized communities and people with fewer  economic resources."
1,United Health Group.pdf,Health care inequities are rooted in long-standing disparities  in health across a broad range of social and economic  factors.
1,United Health Group.pdf,High health costs and inadequate access are key  contributors.
1,United Health Group.pdf,Institutional bias in evidence-based care  impacts the health status of different populations.
1,United Health Group.pdf,"Social  determinants of health, such as food insecurity, education  level and income, are among the many factors that contribute  to widening gaps in health and well-being."
1,United Health Group.pdf,"Although the COVID-19 pandemic has brought more attention  to health equity, we know disparities existed well before it  occurred."
1,United Health Group.pdf,"The United Health Foundation’s inaugural Health  Disparities Report, released last year, underscored the depth,  breadth and persistence of health disparities across the  country."
1,United Health Group.pdf,We know women had a 70% higher rate of depression  than men between 2017-2019.
1,United Health Group.pdf,And adults with less than a high  school education had a 123% higher rate of frequent mental  distress than college graduates in that same time frame.
1,United Health Group.pdf,"Racial  disparities in maternal health have widened since 2005, with  Black mothers continuing to face a disproportionately higher  rate of mortality over time."
1,United Health Group.pdf,Deeply rooted disparities cannot be solved through a singular  program or initiative.
1,United Health Group.pdf,"We see the opportunity to advance  health equity in nearly every aspect of our ambition to help  build a modern, high-performing health system by improving  access, affordability, experiences and outcomes for every  person it serves."
1,United Health Group.pdf,"Health equity is ingrained in our business operations, from our organizational strategy to our population health insights."
1,United Health Group.pdf,Our core  areas of focus are reflective of the specific areas where we can make significant headway to address long-standing disparities.
1,United Health Group.pdf,Health Equity Data and Analytics  We are leveraging data to drive population-level insights  both within our company and across the health system.
1,United Health Group.pdf,We are using those insights to set goals and inform our  business strategy.
1,United Health Group.pdf,"For more than 30 years, we have used  findings from America’s Health Rankings reports, along with  additional data and insights from our 350,000 employees,  to devise and deliver targeted, meaningful solutions that  address America’s health disparities — in health care,  insurance, clinical expertise and financial support."
1,United Health Group.pdf,We are also working with partners across the health care  system to improve data transparency and address social  determinants of health.
1,United Health Group.pdf,"Our diversity, equity and inclusion  strategy is informed by the workforce and leadership data  across the organization."
1,United Health Group.pdf,"Organizational Strategy  Our commitment to advancing health equity is  embedded in our mission and supported by senior  leaders across the organization, including the Board of  Directors."
1,United Health Group.pdf,"Our chief sustainability officer oversees our  health equity agenda, which is informed by data and  supported by enterprisewide collaboration and our  strategic focus on comprehensive, value-based care  delivery, pharmacy services, health benefits, health  technology and health financial services."
1,United Health Group.pdf,"Community Partnerships  We seek to improve the health of underserved  communities by collaborating with community partners  and organizations that understand distinct, local  population health needs."
1,United Health Group.pdf,"We are working to assemble  partners through grant partnerships overseen by the  United Health Foundation, and we are convening like- minded organizations to contribute expertise, knowledge,  data and insights that can reduce health care disparities."
1,United Health Group.pdf,Programmatic Response  Our large-scale philanthropic efforts combined with long- standing programs to improve health outcomes seek to  address some of the most pervasive health disparities.
1,United Health Group.pdf,"Our work is focused specifically on access to care, health  workforce diversity, social determinants of health and  maternal health."
1,United Health Group.pdf,"The United Health Foundation is making significant,  targeted investments of $100 million that will measurably  advance health equity by 2033."
1,United Health Group.pdf,"$100 million to create  a new philanthropic  program and partnerships  that will measurably  advance a diverse health  workforce by 2033 
The United Health Foundation  recently announced a $100 million  investment to deepen and scale  our efforts in health workforce  diversity to achieve meaningful  and sustained progress in  addressing health disparities and  advancing health equity."
1,United Health Group.pdf,"Research shows that eliminating  health care access disparities  for underserved populations is  estimated to result in a demand  for up to 145,500 additional  physicians by 2033."
1,United Health Group.pdf,"Our  investment in a more diverse  clinical workforce that better  reflects our society and is  prepared to provide culturally  competent care to all patients  can help reduce disparities in  health conditions, experiences  and outcomes."
1,United Health Group.pdf,"Throughout this report, we have highlighted the specific  ways we are helping advance health equity."
1,United Health Group.pdf,UnitedHealthcare  Catalyst is using data and community partnerships to  develop sustainable solutions to meet local needs.
1,United Health Group.pdf,"We’re  caring for an increasingly diverse population in Medicare  Advantage, providing in-home assessments and connecting  them to support services."
1,United Health Group.pdf,"We’re working to build a health  workforce reflective of the communities we serve, both  through philanthropic giving and our own diversity, equity  and inclusion strategy."
1,United Health Group.pdf,"Our work to decarbonize our business  and the health care sector reflects the fact that certain  populations are disproportionately impacted by our changing  climate, exacerbating existing health inequities."
1,United Health Group.pdf,"Over the last two decades, we have led hundreds of local  and national initiatives, and invested millions of dollars in  partnerships with like-minded change-making organizations,  making advancing health equity part of the fabric of our  enterprise."
1,United Health Group.pdf,"From the development of our clinical policies,  to the organizations we partner with across the country,  to building a more diverse and inclusive health workforce  well beyond our own walls, a drive toward health equity is  embedded in who we are and how we operate as a company."
1,United Health Group.pdf,"We provide a holistic approach to care for those with  chronic, complex or behavioral health conditions that  require more coordinated care."
1,United Health Group.pdf,"• Delivering comprehensive behavioral health services  with health benefits that treat the whole person with  high-quality, supported care."
1,United Health Group.pdf,• Addressing social determinants of health with data- driven insights and community-based partnerships  designed to reduce health disparities.
1,United Health Group.pdf,• Managing chronic disease with personalized  pharmacy services and a whole-person approach to  care management.
1,United Health Group.pdf,An estimated 1 in 4 American adults are affected each year by mental health   disorders.
1,United Health Group.pdf,"There has been a clear and growing need for more comprehensive  behavioral health care amid the COVID-19 pandemic, with 1 in 3 adults reporting  symptoms of anxiety or depression, compared to 1 in 10 in 2019, and 13% of  adults reporting new or increased substance use to manage stress."
1,United Health Group.pdf,"UnitedHealth Group is addressing behavioral health challenges by delivering  wraparound health benefits that treat the whole person with high-quality,  supported care."
1,United Health Group.pdf,"Clinical and behavioral care are addressed in coordination with  support from virtual, pharmacy and in-person services."
1,United Health Group.pdf,"Our network of 300,000 behavioral health providers serves 37 million  individuals, with additional support through on-demand clinical capabilities and  digital self-care tools."
1,United Health Group.pdf,"Our People and Culture Environmental Health Responsible Business Practices Performance Data Introduction Our People and Culture Environmental Health 
Our integrated approach to medical and behavioral  care is demonstrated through more than 600 clinically  integrated community pharmacies co-located within  community mental health centers that work to bridge  the gap between behavioral and medical care to better  serve individuals with mental illness, substance use  disorders and other complex conditions."
1,United Health Group.pdf,"“I now have 19 medications  for my daughter, a stroke  victim, from four different  doctors and a certified nurse  practitioner."
1,United Health Group.pdf,[The pharmacists]  recommended the pill  pack due to the difficulty  of correctly taking a large  number of pills at various  times of the day.
1,United Health Group.pdf,This has been  an answer we needed to solve  a real problem.”
1,United Health Group.pdf,"In addition to pharmacy, these facilities provide access to a range of services and  can include primary care, labs, imaging and support from social workers who can  connect patients with food banks, transportation and other community support  services."
1,United Health Group.pdf,"Community pharmacies have driven better outcomes for underserved  populations, with higher medication adherence, while significantly reducing  emergency room visits and hospitalizations."
1,United Health Group.pdf,"Beyond care delivery, we are helping achieve better behavioral health outcomes by  investing nearly $30 million in more than 20 states and Washington, D.C., since 2019."
1,United Health Group.pdf,"These strategic philanthropic grants and community partnerships are designed to  improve access to behavioral health services, including substance abuse treatment,  and to grow and diversify the behavioral health workforce pipeline."
1,United Health Group.pdf,"Children and teens in particular have struggled with mental health challenges,  according to the 2021 Health of Women and Children Report by America’s Health  Rankings that showed a 21% increase in the number of children reporting anxiety  and a 26% increase in teen suicide."
1,United Health Group.pdf,"To meet the growing need, we partnered with local organizations like Valle del Sol  in Arizona to establish mobile medical units providing psychiatry, behavioral health  and primary care services to nearly 11,000 children at local schools and foster  homes over the next three years."
1,United Health Group.pdf,"In Wisconsin, our partnership with Children’s  Wisconsin established a crisis response team in the emergency department  available 24/7 for children with acute mental and behavioral health needs."
1,United Health Group.pdf,"We have partnered with the University of San Francisco and the University of San  Diego to build a diverse pipeline of child and adolescent psychiatrists by creating  new educational opportunities and providing students with financial support, which  enables them to pursue a career to address the distinct mental health needs of  children and young people."
1,United Health Group.pdf,"Social determinants of health (SDOH) are factors that influence a person’s  health and well-being, including housing, food and transportation."
1,United Health Group.pdf,"Too  often, underserved communities have limited resources in these areas to  provide a supportive environment for a healthy population."
1,United Health Group.pdf,Connecting those  communities to the right social services can help address health disparities by  closing gaps in care.
1,United Health Group.pdf,"Collaboration with community partners is vital to addressing community needs,  improving health outcomes and reducing health disparities."
1,United Health Group.pdf,"UnitedHealthcare’s  Catalyst initiative is a distinctive community partnership model that works  with the Council of Large Public Housing Authorities, public housing agencies,  federally qualified health centers and local community-based organizations to  improve health outcomes and reduce health inequities."
1,United Health Group.pdf,"UnitedHealthcare and its partners analyze claims, health care utilization and local  data to identify communities with large racial and health disparities and challenges."
1,United Health Group.pdf,"Working together, UnitedHealthcare and its partners develop common goals and  collaborative interventions that enable each organization to leverage its capabilities  to address local health challenges."
1,United Health Group.pdf,"“Optum and UnitedHealthcare worked with me and  advocated for close to four years to finally help me get  housed with services to help me live independently,  which I did not think I would ever be able to do.”  
Adam Burns, a member who received psychological, social services and housing coordination help  through Optum and UnitedHealthcare"
1,United Health Group.pdf,"Treatment of chronic conditions accounts for more than $1 trillion in direct  health care costs each year, and the prevalence of chronic disease continues to  grow."
1,United Health Group.pdf,"We are helping patients with complex needs achieve better outcomes by  taking a whole-person, integrated approach to care management."
1,United Health Group.pdf,"Beginning in 2021, UnitedHealth Group, including the United Health Foundation  and UnitedHealthcare, is investing $4.5 million to increase access to health  care, improve health outcomes and advance health equity in communities  across Oklahoma, a state that ranks 42nd in the U.S. in access to primary care  providers, and 43rd in multiple chronic conditions, particularly among Native  Americans, according to America’s Health Rankings."
1,United Health Group.pdf,"Local partnerships are  providing integrated services for people with diabetes and comprehensive  geriatric care for Native Americans, and supporting people experiencing  trauma, food insecurity and social isolation."
1,United Health Group.pdf,"Medication management is a critical part of caring for people with complex  or chronic conditions, as they often require multiple drugs or treatments for  rare diseases."
1,United Health Group.pdf,"To help consumers manage complex medication regimens, our  personalized multidose packaging solutions support adherence and better health  outcomes."
1,United Health Group.pdf,These solutions are integrated into Optum Rx’s home delivery operations  and have seen a meaningful increase in medication adherence.
1,United Health Group.pdf,"For people prescribed high-cost medications for complex conditions, such as  cancer and diabetes, our specialty pharmacy business provides access to limited- distribution drugs, a supportive care provider experience and disease-area expertise."
1,United Health Group.pdf,"Through Optum Infusion Pharmacy, our network of more than 1,100 nurses delivers  infusion therapy in patient homes as well as community infusion suites, providing  patients with easier, more convenient access to therapies that typically treat chronic  or serious disease."
1,United Health Group.pdf,We use advanced analytics to ensure drugs are administered at  the most appropriate and cost-effective site of care.
1,United Health Group.pdf,"In 2021, we closed approximately 110 million gaps in care toward our  commitment to close 600 million gaps from 2021 through 2025."
1,United Health Group.pdf,Overall  gap closure rates were impacted by the reduced level of preventive care  during the pandemic.
1,United Health Group.pdf,We worked to mitigate this by increasing in-home  visits and member outreach activities.
